id,uid,title,score,date,content
160102037,e25****03,,5,2019-08-04 16:57,我们是上午去的，人少，一家人正好一个车厢，尽情拍照
160099657,M95****82,,1,2019-08-04 15:32,携程真的很差劲，首选买的海豚伴游门票比现场买还要贵，再次携程说是中文讲解根本是英文讲解，只会说几句简单的中文，所以我们也没有学到什么海豚知识，甚至基本注意事项都不清楚！因为不让自己拍照，所以我们买了198新币的两张8寸照片加所有底片，底片要自己上网下载，按照他们黑的说明我都没有办法注册，我找携程帮忙看看，他说这和携程没关系，不管，此时此刻除了脏话我无话可说，如果是在**买的绝对不会不管的
160095168,youthyang,,5,2019-08-04 10:47,还可以，就是交通不算方便，只能步行过去，排了好长一会儿队，上去也就45分钟吧，夜景还是挺漂亮的，在顶上停留时间不长
160093833,姜豆妈,,5,2019-08-04 09:10,换票很方便，人也不多，夜景真的很美，但白天能看到45公里以外，所以是白天坐还是晚上坐就看时间安全了。
160093374,姜豆妈,,5,2019-08-04 09:08,换票很方便，人也不多，夜景真的很美，但白天能看到45公里以外，所以是白天坐还是晚上坐就看时间安全了。
160086795,鲁茜茜,,5,2019-08-03 21:06,非常好&#x20;之前还担心在国外不好用&#x20;使用起来非常方便&#x20;好多老外还去窗口买票&#x20;我们中国人直接刷手机&#x20;灰常high&#x20;啦啦啦
160080914,BigDays,,5,2019-08-03 17:22,还不错，到了值得一去。孩子还是喜欢的
160079941,照顾爱情,,5,2019-08-03 14:57,人少，空调开起来，在高处看看新加坡。和对面的金沙酒店观景平台又得一拼。手机像素厉害的可以拍金沙平台的全貌！
160075998,凭海临风,,5,2019-08-03 11:26,新加坡旅游必打卡地。携程，现场订的票，优惠不太多，方便。
160077233,凭海临风,,4,2019-08-03 11:21,新加坡旅游必打卡处，晚上去比较好，可以高空俯瞰新加坡。
160069930,Bluered123,,5,2019-08-02 21:15,值得去，傍晚就去排队，可用携程电子票。
160063497,MathGLA,,5,2019-08-02 16:50,携程上的价格种类众多，总体下来，一张成人票比现场买票便宜3。块到10块钱不等，切记3岁以下的小盆友是不用买票的。另外老年票只限于新加坡公民。
160063752,MathGLA,,5,2019-08-02 16:49,携程上订票，随时定随时拿，非常方便，价格也比现场买略微优惠。就是大家都在携程订票，网络拿票的队伍反而比现场买票的队伍长。
