id,uid,title,score,date,content
160100509,75****761,,5,2019-08-04 17:36,很大，很惊艳，就是走得好累(&amp;#180;-ι_-｀)走了6个小时还不能说是全部看完了，(当然中途有吃饭休息)，有很多小动物，而且都不怎么怕人
160099268,M95****82,,1,2019-08-04 15:31,携程真的很差劲，首选买的海豚伴游门票比现场买还要贵，再次携程说是中文讲解根本是英文讲解，只会说几句简单的中文，所以我们也没有学到什么海豚知识，甚至基本注意事项都不清楚！因为不让自己拍照，所以我们买了198新币的两张8寸照片加所有底片，底片要自己上网下载，按照他们黑的说明我都没有办法注册，我找携程帮忙看看，他说这和携程没关系，不管，此时此刻除了脏话我无话可说，如果是在套餐买的绝对不会不管的
160089509,Echo田,,5,2019-08-04 00:21,我觉得暑假期间能找到人少，景点美地方不容易。而且票价也很低。关键，太大了，没有车，带着老人走的累死了。如果坐地铁去植物园，要去看胡姬花园，记得不能走的小伙伴慎重！真的很远！关键，看完后，靠近景点的那个门，打车也很难。
160031935,230****618,,5,2019-07-31 18:38,景色怡人，风光秀丽，门票价格不贵。
160014292,小妖柒月,,5,2019-07-30 20:57,特别好的公园～推荐大家一定要去逛一下～重点是免费景点！环境和空气都特别的赞！绝对的大自然的空气氧吧～还可以看到很多野生动物～但是胡姬花展是要单独收取门票滴～
159973636,Dracula之翼,,4,2019-07-28 17:01,有许多兰花可以欣赏，各有各的特色，许多也有设计造型，挺适合拍照，而且相比植物园的其他地方这里相对凉爽，推荐
159945558,M49****970,,5,2019-07-27 03:51,环境优美，非常适合周末去娱乐休闲一下。而且那边还能偶遇各种野生动物，蜥蜴，天鹅，松鼠等等。
159923356,_WeCh****89313,,5,2019-07-25 21:46,很漂亮的花园，适宜休闲发呆，也可以逛半天，也有很多当地市民跑步锻炼
159785416,健康美丽的芳芳,,5,2019-07-17 20:08,新加坡植物园，对于我这样平时就十分喜欢花花草草的人来说，可以说太有吸引力了，所以我们特地花了整整半天的时间在里面好好的参观了一回。首先这里的花草品种确实非常多，而且看得出是被精心打理过的，都非常的精神！其次整个植物园非常的干净，不会有一进热门旅游景区，就到处是垃圾这样的感觉。所以整体玩的非常开心。
159720963,素素77,,5,2019-07-13 15:32,新加坡植物园是我去过最美丽的热带植物园之一，植物园内有一个很大的湖泊，水中有很多天鹅、乌龟和金鱼。植物园内规划十分的人性化、科学合理。这是周末全家散步的理想之地。
159553254,Canshow,,5,2019-07-03 18:59,地铁蓝线直接到植物园门口&#x20;交通方便&#x20;里面很多热带植物&#x20;空气清新&#x20;适合野餐&#x20;锻炼&#x20;拍照&#x20;休闲&#x20;建议避开周末和公共假期出行
159493658,素素77,,5,2019-06-29 15:01,新加坡植物园是新加坡首个联合国教科文组织世界文化遗产。里面环境非常清幽，它就像一个热带岛屿繁茂的缩影，原始怎林和专业花圃都十分迷人，它一共拥有20000多种亚热带、热带的奇异花卉和珍贵树木。
159461459,过来人,,5,2019-06-27 07:41,是一个强身健体的最佳有氧地，值得推荐!
159453119,300****825,,5,2019-06-26 16:11,打卡新加坡植物园&#x20;国家胡姬花园&#x20;真的是植物的天堂&#x20;形形色色&#x20;完全叫不上名字&#x20;是座天然的大氧吧&#x20;空气超级好&#x20;阳光下的湿热一到了阴凉处完全感觉不到了&#x20;园区呗有很多人性化的设计&#x20;适合带娃吸氧&#x20;哈哈
159449437,玖玖蓝天儿,,4,2019-06-26 09:27,是个扛着相机拍拍拍的好地方！花花挺美哒，有些还是热带特有的花花！！！！去的时候比较早，人也不多，挺安静，闲庭漫步的感觉还是不错的！！！
159358961,爱吃巧克力的猫,,5,2019-06-19 16:39,大人需要买门票，小孩免票，携程上买比现场便宜，所以不错，而且当初购票非常迅速，景点也值得一看，能看到很多品种的蝴蝶兰。
159184577,M515shunyi1618,,5,2019-06-06 09:43,新加坡气候常年都是温润的，所以它的植物长得都特别茂盛，这个植物园植物种类也是非常的多，且常年鲜花盛开。
159167344,素素77,,4,2019-06-05 09:22,新加坡植物园距离最繁华的商业区乌节路不远，是一个闹市中的植物园，里面的热带雨林保护得极好，都是已有很长历史的原始森林。植物园里还有一个迷你的兰花园，需要单独购买门票。
159017332,yangduoduo17,,4,2019-05-30 21:05,风景非常优美的地方很适合拍照适合去晨跑遛狗或者野餐，如果是对植物感兴趣的人就更应该去看一看，里面有一个胡姬花园是要付费的，里面的胡姬花争奇斗艳品种很多。还有一个天鹅湖，很多人会拿面包去喟它们很有意思。植物园地处闹市，公交车和地铁都可以直达。&#x0A;此次拜访植物园&#x20;就是想找个可以跑步的好地方。&#x20;但是&#x20;Singapore&#x20;Botanic的每个角落都为我带来了无限惊喜。&#x20;你可以找一片属于自己的草地，席地而坐；亦或，找一个属于自己心爱的花园，享受属于自己的空间；还有充满凉意空调的展厅，咀嚼保护大自然的初衷和一片土地的历史。现在和未来。&#x20;赶紧起身前往探索属于你自己的惊喜！
158987406,百合1203,,5,2019-05-29 13:48,新加坡植物园，一个会让你想在那个城市生活的植物园&#x20;这里真的不愧位花园城市&#x20;非常有道理啊！这里种植了以胡姬花为首的各种花艺&#x20;五彩缤纷&#x20;整齐斗艳&#x20;非常漂亮
158901147,大同薛涛,,4,2019-05-21 19:29,挺美的，有很多外国人逛，但只有兰花一种，适合拍照门票不贵，来植物园的可以顺道一游，这是植物园的核心景点了
158878143,magichh,,5,2019-05-19 23:59,非常好的园林，很值得一去！&#x0A;1.门票免费，无论对居民还是歪果仁，不像有些地方要区分居民和歪果仁之类的，这个必须先说但里面的胡姬花园要收费，不贵，好像是歪果仁几块钱，这可以理解，毕竟胡姬花的养护不容易。&#x0A;2.不偏远，交通方便，地铁公车都可到达。离乌节路也不远，公车几站，就突然从世外桃源到购物天堂&#x0A;3.城市中一大片静谧之处，人少，绿树成荫，悠悠草坪。时不时鸟儿飞过，小动物(好像是小鳄鱼哈哈)湖中游走...并非平铺直叙，有些小错落，小回转，但不难走。&#x0A;4.还有露天草地音乐舞台，有特色的餐厅，免费的植物园小博物馆，讲解人员很热心。&#x0A;5.胡姬花园内很美，各种各样品种和颜色的国花，眼花缭乱，几块的门票也值得。
158866617,虞国钧,,5,2019-05-19 09:35,新加坡植物园的国家胡姬花园里花团锦簇，色彩缤纷。胡姬花园以兰花为特色，园内有6万株兰花，1千多个品种，还有2千多的杂交种。新加坡植物园于1859年成立，面积74公顷，南北长2.5公里，汇集超过两万种亚热带和热带的珍奇花卉树木，被列入世界遗产。
158801989,素素77,,5,2019-05-14 00:24,新加坡植物园坐落于新加坡市区正中心的位置，距离乌节路很近，是房价最贵的地方之一。新加坡地铁专门有植物园这一站，也有很多公交车可以前往，交通非常便利。植物园很大，很漂亮，热带植物种类很多。这里生态极好，天然大氧吧。
158750932,M25****4707,,5,2019-05-09 17:08,新加坡植物园开放于1859年。这片位于闹区旁边的绿色宝地，除了汇集超过两万种亚热带和热带的珍奇花卉树木，图书馆，还有举办露天音乐会的交响湖畔。最难能可贵的是这个植物园免费对外开放，让游客和市民都能乐在其中。
158680235,cheqix,,5,2019-05-04 20:05,实景比照片更美，还不收费，很喜欢
158508333,精灵背包游侠,,5,2019-04-23 10:06,新加坡不愧是花园国家，是当之无愧的。到处都是茂盛的树木、花草，街道干净整洁。每天几乎都有暴雨光临，但来去迅速，阳光随即又火辣辣地透过树丛照下来了，空气闷热却清新，但不时的雨水总能让人感到片刻的清凉，还把街道冲刷得一尘不染。
158504748,320****987,,5,2019-04-22 23:36,整个植物园都非常漂亮，主要园区免费入场，唯一需要票的地方是郁金香展。有很多地方可以休息、吃点东西，而且设有喷泉饮水器。一定得穿上舒适的鞋，因为植物园挺大的，而且得走很多路，但是景色非常美丽。
158503175,M31****5916,,5,2019-04-22 22:39,在植物园度过了美好的一天，因为我需要坐轮椅，我担心会错过很多，但是大多数事都适宜和方便残疾人。我会向所有人推荐这里。&#x20;让人很放松舒服的地方
158504626,M31****4522,,5,2019-04-22 22:31,非常适合吃的很饱后去走一走，到访日是周日，虽然是假日，但是不算非常拥挤，有些可以走地方甚至因为树木植物茂密，算是非常阴凉，不会太热，到处都有松鼠
158501217,M51****565,,5,2019-04-22 22:03,每次来这里，我都会在旅行结束后花点时间放松一下，享受大自然的恩赐。花园干净整洁，提供了各种各样的空间，这一次，我看到了天鹅湖里的水獭，还有在那里游泳的大蜥蜴。
158501871,M30****1190,,5,2019-04-22 20:29,园区幅员广大，亭台水池咖啡步道景色优美，新加坡大学法学院位于其间。植株数量品种众多，规划有各式植物区，如热带雨林、香花植物、植物族志等，另有需购票入场美不胜收的兰花园。如果去新加坡，大推！
158480277,笨小孩9happy,,5,2019-04-21 00:17,不愧是花园城市，这么多花花草草的地方，决然看不到蚊子甚至连虫子都没有。很适合游玩。同时这里应该是植物学家的天堂吧。各种植物，可以说是梦幻了。值得一来
158474865,素素77,,5,2019-04-20 15:35,新加坡植物园是一个免费的市区公园，里面有一个兰花园需要收费。公园的热带雨林保护的很好，天鹅湖里有很多水鸟、红金鱼和乌龟。很漂亮的公园，值得一去。
158406577,tt梦幻小妖,,4,2019-04-14 21:07,新加坡的热带植物品种还是很丰富的，他们的兰花类的植物，非常的漂亮，而且颜色众多，这个植物园，真的还是蛮不错的，所以我们在里面几乎呆了大半天
158370470,yysweet,,5,2019-04-11 20:53,虽然说新加坡很小，但是作为曾经的“亚洲四小龙”之一，他确实建设得很好！植物园很大，管理得非常好，观赏性特别强！虽然分不出那千万种植物，不过跑到植物园看到那么多美丽的花草，就让人非常开心了！
158328160,_CFT01****1503043,,5,2019-04-08 09:02,植物园里面有好多的蝴蝶兰哦&#x20;很美
159022536,M_梦初,,0,2019-03-22 13:39,新加坡是一个奇妙的地方，沿着水泥森林乌节路一直走，竟然能走到一处枝繁叶茂、百花齐放的宽阔绿地。这片巨大的城市绿肺——新加坡植物园Botanic&#x20;Gardens，于2016年成为新加坡的第一个联合国教科文组织名录的世界文化遗产，果真不负其“花园都市”的美誉。&#x20;尽管声名在外，尽管免费开放，或许是新加坡好玩的地方太多了，植物园的游客并不多。多是一些当地人在这里约会、慢跑、遛狗，或是与三五好友休闲野餐。&#x20;作为世界文化遗产，这里的面积之大自然无庸多语，而作为一个植物园，这里的清新与美丽也是不可言喻的。新加坡植物园的初任园长劳伦斯·尼文&#x20;(Lawrence&#x20;Niven)是名景观设计师，在1859年公园建立之初，便试图营造出英式的田园风光，绵延的草地，曲径通幽的小路，以及自然分布的各种植物，处处蕴含着浪漫的氛围，是东南亚地区唯一一座以英伦风格进行景观设计的大型公园。&#x20;走入其中，仿佛进入了一片巨大的热带雨林，其中点缀着很多风格各异的小花园，各种小动物怡然自得的过着自己的生活，大蜥蜴懒懒散散地躺在草坪上晒着太阳，完全不理会人类的好奇与窥视，这里是它们真正的家，而人类只是偶尔串门的客人。
158155302,小眼镜张,,5,2019-03-20 05:53,真的超美的，&#x20;非常值得一去&#x20;早上人多，跑步的&#x20;健身的&#x20;遛狗的&#x20;做瑜伽的&#x20;生态环境太美&#x20;。
